community_id,size,dominant_tx_type,community_id_comm,avg_amount,recommendation
42949672996,1,p2p,42949672996.0,1177.45,"Сообщество #42949672996: 1 клиентов, средняя транзакция $1177.45, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_359
Предложить: групповые переводы, совместные цели накопления."
42949672995,1,deposit,42949672995.0,1106.28,"Сообщество #42949672995: 1 клиентов, средняя транзакция $1106.28, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_338
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672994,1,p2p,42949672994.0,1041.1225,"Сообщество #42949672994: 1 клиентов, средняя транзакция $1041.12, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_308
Предложить: групповые переводы, совместные цели накопления."
42949672975,1,withdrawal,42949672975.0,1007.14,"Сообщество #42949672975: 1 клиентов, средняя транзакция $1007.14, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1160
Предложить: кэшбэк в популярных магазинах (N/A), программы лояльности."
42949672974,1,withdrawal,42949672974.0,1188.3566666666666,"Сообщество #42949672974: 1 клиентов, средняя транзакция $1188.36, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1152
Предложить: кэшбэк в популярных магазинах (WeChat Pay), программы лояльности."
42949672973,1,withdrawal,42949672973.0,1087.8999999999999,"Сообщество #42949672973: 1 клиентов, средняя транзакция $1087.90, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1148
Предложить: кэшбэк в популярных магазинах (Auchan), программы лояльности."
42949672972,1,deposit,42949672972.0,2195.8399999999997,"Сообщество #42949672972: 1 клиентов, средняя транзакция $2195.84, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_114
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672971,1,deposit,42949672971.0,892.015,"Сообщество #42949672971: 1 клиентов, средняя транзакция $892.01, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1103
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672970,1,p2p,42949672970.0,75728.11666666665,"Сообщество #42949672970: 1 клиентов, средняя транзакция $75728.12, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1099
Предложить: групповые переводы, совместные цели накопления."
42949672969,1,deposit,42949672969.0,3000.875,"Сообщество #42949672969: 1 клиентов, средняя транзакция $3000.88, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1097
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672968,1,,,,"Сообщество #42949672968: 1 клиентов, средняя транзакция $0.00, тип: unknown
Рекомендация: Провести дополнительный анализ. Лидер: client_1095
Предложить: базовые программы лояльности."
42949672967,1,deposit,42949672967.0,1600.475,"Сообщество #42949672967: 1 клиентов, средняя транзакция $1600.47, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1069
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672966,1,deposit,42949672966.0,2550.175,"Сообщество #42949672966: 1 клиентов, средняя транзакция $2550.18, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1061
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672965,1,withdrawal,42949672965.0,1299.75,"Сообщество #42949672965: 1 клиентов, средняя транзакция $1299.75, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1060
Предложить: кэшбэк в популярных магазинах (N/A), программы лояльности."
42949672964,1,p2p,42949672964.0,1329.87,"Сообщество #42949672964: 1 клиентов, средняя транзакция $1329.87, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1051
Предложить: групповые переводы, совместные цели накопления."
42949672963,1,deposit,42949672963.0,2150.375,"Сообщество #42949672963: 1 клиентов, средняя транзакция $2150.38, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1041
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672962,1,p2p,42949672962.0,1017.7040000000001,"Сообщество #42949672962: 1 клиентов, средняя транзакция $1017.70, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_104
Предложить: групповые переводы, совместные цели накопления."
42949672961,1,withdrawal,42949672961.0,1098.1,"Сообщество #42949672961: 1 клиентов, средняя транзакция $1098.10, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1028
Предложить: кэшбэк в популярных магазинах (N/A), программы лояльности."
42949672976,1,deposit,42949672976.0,1053.335,"Сообщество #42949672976: 1 клиентов, средняя транзакция $1053.34, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1166
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672977,1,deposit,42949672977.0,950.52,"Сообщество #42949672977: 1 клиентов, средняя транзакция $950.52, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1167
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672978,1,deposit,42949672978.0,1276.545,"Сообщество #42949672978: 1 клиентов, средняя транзакция $1276.55, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_138
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672987,1,deposit,42949672987.0,1088.745,"Сообщество #42949672987: 1 клиентов, средняя транзакция $1088.74, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_26
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672993,1,p2p,42949672993.0,1250.46,"Сообщество #42949672993: 1 клиентов, средняя транзакция $1250.46, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_3
Предложить: групповые переводы, совместные цели накопления."
42949672992,1,deposit,42949672992.0,1874.8100000000002,"Сообщество #42949672992: 1 клиентов, средняя транзакция $1874.81, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_287
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672991,1,p2p,42949672991.0,977.1999999999999,"Сообщество #42949672991: 1 клиентов, средняя транзакция $977.20, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_28
Предложить: групповые переводы, совместные цели накопления."
42949672990,1,,,,"Сообщество #42949672990: 1 клиентов, средняя транзакция $0.00, тип: unknown
Рекомендация: Провести дополнительный анализ. Лидер: client_279
Предложить: базовые программы лояльности."
42949672989,1,p2p,42949672989.0,987.7725,"Сообщество #42949672989: 1 клиентов, средняя транзакция $987.77, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_272
Предложить: групповые переводы, совместные цели накопления."
42949672988,1,,,,"Сообщество #42949672988: 1 клиентов, средняя транзакция $0.00, тип: unknown
Рекомендация: Провести дополнительный анализ. Лидер: client_265
Предложить: базовые программы лояльности."
42949672986,1,deposit,42949672986.0,1100.8049999999998,"Сообщество #42949672986: 1 клиентов, средняя транзакция $1100.80, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_242
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672979,1,deposit,42949672979.0,2937.036666666667,"Сообщество #42949672979: 1 клиентов, средняя транзакция $2937.04, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_143
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672985,1,deposit,42949672985.0,15758.926666666666,"Сообщество #42949672985: 1 клиентов, средняя транзакция $15758.93, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_22
Предложить: накопительные счета, инвестиции с защитой капитала."
42949672984,1,p2p,42949672984.0,4979.005,"Сообщество #42949672984: 1 клиентов, средняя транзакция $4979.01, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_217
Предложить: групповые переводы, совместные цели накопления."
42949672983,1,p2p,42949672983.0,951.46,"Сообщество #42949672983: 1 клиентов, средняя транзакция $951.46, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_19
Предложить: групповые переводы, совместные цели накопления."
42949672982,1,p2p,42949672982.0,1264.23,"Сообщество #42949672982: 1 клиентов, средняя транзакция $1264.23, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_187
Предложить: групповые переводы, совместные цели накопления."
42949672981,1,p2p,42949672981.0,1067.3033333333333,"Сообщество #42949672981: 1 клиентов, средняя транзакция $1067.30, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_16
Предложить: групповые переводы, совместные цели накопления."
42949672980,1,deposit,42949672980.0,2644.5199999999995,"Сообщество #42949672980: 1 клиентов, средняя транзакция $2644.52, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_149
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673032,1,deposit,42949673032.0,990.4200000000001,"Сообщество #42949673032: 1 клиентов, средняя транзакция $990.42, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_62
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673034,1,p2p,42949673034.0,1199.33,"Сообщество #42949673034: 1 клиентов, средняя транзакция $1199.33, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_647
Предложить: групповые переводы, совместные цели накопления."
51539607590,1,p2p,51539607590.0,1052.83,"Сообщество #51539607590: 1 клиентов, средняя транзакция $1052.83, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_35
Предложить: групповые переводы, совместные цели накопления."
51539607572,1,p2p,51539607572.0,3149.8100000000004,"Сообщество #51539607572: 1 клиентов, средняя транзакция $3149.81, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_153
Предложить: групповые переводы, совместные цели накопления."
51539607570,1,p2p,51539607570.0,1031.024,"Сообщество #51539607570: 1 клиентов, средняя транзакция $1031.02, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_148
Предложить: групповые переводы, совместные цели накопления."
51539607569,1,deposit,51539607569.0,23000.0,"Сообщество #51539607569: 1 клиентов, средняя транзакция $23000.00, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_135
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607568,1,p2p,51539607568.0,1424.6033333333335,"Сообщество #51539607568: 1 клиентов, средняя транзакция $1424.60, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_128
Предложить: групповые переводы, совместные цели накопления."
51539607567,1,p2p,51539607567.0,1068.28,"Сообщество #51539607567: 1 клиентов, средняя транзакция $1068.28, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1194
Предложить: групповые переводы, совместные цели накопления."
51539607566,1,p2p,51539607566.0,153120.59,"Сообщество #51539607566: 1 клиентов, средняя транзакция $153120.59, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1187
Предложить: групповые переводы, совместные цели накопления."
51539607565,1,p2p,51539607565.0,1335.34,"Сообщество #51539607565: 1 клиентов, средняя транзакция $1335.34, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1123
Предложить: групповые переводы, совместные цели накопления."
51539607564,1,deposit,51539607564.0,3825.535,"Сообщество #51539607564: 1 клиентов, средняя транзакция $3825.53, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_111
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607563,1,deposit,51539607563.0,1650.525,"Сообщество #51539607563: 1 клиентов, средняя транзакция $1650.53, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1101
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607562,1,deposit,51539607562.0,812.1866666666666,"Сообщество #51539607562: 1 клиентов, средняя транзакция $812.19, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_110
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607561,1,p2p,51539607561.0,1332.6,"Сообщество #51539607561: 1 клиентов, средняя транзакция $1332.60, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1087
Предложить: групповые переводы, совместные цели накопления."
51539607560,1,deposit,51539607560.0,2550.625,"Сообщество #51539607560: 1 клиентов, средняя транзакция $2550.62, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1081
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607559,1,deposit,51539607559.0,1148.57,"Сообщество #51539607559: 1 клиентов, средняя транзакция $1148.57, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1078
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607558,1,deposit,51539607558.0,1098.215,"Сообщество #51539607558: 1 клиентов, средняя транзакция $1098.21, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1074
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607557,1,withdrawal,51539607557.0,900.66,"Сообщество #51539607557: 1 клиентов, средняя транзакция $900.66, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1068
Предложить: кэшбэк в популярных магазинах (N/A), программы лояльности."
51539607556,1,deposit,51539607556.0,1296.04,"Сообщество #51539607556: 1 клиентов, средняя транзакция $1296.04, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1038
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607571,1,deposit,51539607571.0,802.4966666666666,"Сообщество #51539607571: 1 клиентов, средняя транзакция $802.50, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_15
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607573,1,deposit,51539607573.0,1096.6,"Сообщество #51539607573: 1 клиентов, средняя транзакция $1096.60, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_166
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673035,1,p2p,42949673035.0,885.3625,"Сообщество #42949673035: 1 клиентов, средняя транзакция $885.36, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_660
Предложить: групповые переводы, совместные цели накопления."
51539607574,1,deposit,51539607574.0,1347.1599999999999,"Сообщество #51539607574: 1 клиентов, средняя транзакция $1347.16, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_178
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607589,1,p2p,51539607589.0,776.54,"Сообщество #51539607589: 1 клиентов, средняя транзакция $776.54, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_347
Предложить: групповые переводы, совместные цели накопления."
51539607588,1,deposit,51539607588.0,4108.533333333334,"Сообщество #51539607588: 1 клиентов, средняя транзакция $4108.53, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_342
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607587,1,withdrawal,51539607587.0,9876.54,"Сообщество #51539607587: 1 клиентов, средняя транзакция $9876.54, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_337
Предложить: кэшбэк в популярных магазинах (Carrefour), программы лояльности."
51539607586,1,p2p,51539607586.0,7612.34,"Сообщество #51539607586: 1 клиентов, средняя транзакция $7612.34, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_321
Предложить: групповые переводы, совместные цели накопления."
51539607585,1,p2p,51539607585.0,891.0425,"Сообщество #51539607585: 1 клиентов, средняя транзакция $891.04, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_32
Предложить: групповые переводы, совместные цели накопления."
51539607584,1,deposit,51539607584.0,1105.1599999999999,"Сообщество #51539607584: 1 клиентов, средняя транзакция $1105.16, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_314
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607583,1,deposit,51539607583.0,1104.81,"Сообщество #51539607583: 1 клиентов, средняя транзакция $1104.81, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_310
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607582,1,p2p,51539607582.0,3440.28,"Сообщество #51539607582: 1 клиентов, средняя транзакция $3440.28, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_298
Предложить: групповые переводы, совместные цели накопления."
51539607581,1,p2p,51539607581.0,2781.7799999999997,"Сообщество #51539607581: 1 клиентов, средняя транзакция $2781.78, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_297
Предложить: групповые переводы, совместные цели накопления."
51539607580,1,p2p,51539607580.0,970.15,"Сообщество #51539607580: 1 клиентов, средняя транзакция $970.15, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_263
Предложить: групповые переводы, совместные цели накопления."
51539607579,1,,,,"Сообщество #51539607579: 1 клиентов, средняя транзакция $0.00, тип: unknown
Рекомендация: Провести дополнительный анализ. Лидер: client_261
Предложить: базовые программы лояльности."
51539607578,1,,,,"Сообщество #51539607578: 1 клиентов, средняя транзакция $0.00, тип: unknown
Рекомендация: Провести дополнительный анализ. Лидер: client_229
Предложить: базовые программы лояльности."
51539607577,1,p2p,51539607577.0,1383.5766666666666,"Сообщество #51539607577: 1 клиентов, средняя транзакция $1383.58, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_224
Предложить: групповые переводы, совместные цели накопления."
51539607576,1,p2p,51539607576.0,1266.96,"Сообщество #51539607576: 1 клиентов, средняя транзакция $1266.96, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_223
Предложить: групповые переводы, совместные цели накопления."
51539607575,1,p2p,51539607575.0,1076.46,"Сообщество #51539607575: 1 клиентов, средняя транзакция $1076.46, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_220
Предложить: групповые переводы, совместные цели накопления."
51539607555,1,p2p,51539607555.0,928.05,"Сообщество #51539607555: 1 клиентов, средняя транзакция $928.05, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_1027
Предложить: групповые переводы, совместные цели накопления."
51539607554,1,deposit,51539607554.0,1144.57,"Сообщество #51539607554: 1 клиентов, средняя транзакция $1144.57, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1010
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607553,1,deposit,51539607553.0,2050.55,"Сообщество #51539607553: 1 клиентов, средняя транзакция $2050.55, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1009
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607552,1,deposit,51539607552.0,3175.575,"Сообщество #51539607552: 1 клиентов, средняя транзакция $3175.57, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1001
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673050,1,p2p,42949673050.0,858.91,"Сообщество #42949673050: 1 клиентов, средняя транзакция $858.91, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_808
Предложить: групповые переводы, совместные цели накопления."
42949673049,1,p2p,42949673049.0,7775.967999999999,"Сообщество #42949673049: 1 клиентов, средняя транзакция $7775.97, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_80
Предложить: групповые переводы, совместные цели накопления."
42949673048,1,deposit,42949673048.0,2925.5,"Сообщество #42949673048: 1 клиентов, средняя транзакция $2925.50, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_777
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673047,1,p2p,42949673047.0,908.9,"Сообщество #42949673047: 1 клиентов, средняя транзакция $908.90, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_775
Предложить: групповые переводы, совместные цели накопления."
42949673046,1,deposit,42949673046.0,1875.7749999999999,"Сообщество #42949673046: 1 клиентов, средняя транзакция $1875.77, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_765
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673045,1,deposit,42949673045.0,986.7233333333334,"Сообщество #42949673045: 1 клиентов, средняя транзакция $986.72, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_764
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673044,1,deposit,42949673044.0,951.8333333333334,"Сообщество #42949673044: 1 клиентов, средняя транзакция $951.83, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_736
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673043,1,deposit,42949673043.0,2075.4,"Сообщество #42949673043: 1 клиентов, средняя транзакция $2075.40, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_709
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673042,1,p2p,42949673042.0,1157.94,"Сообщество #42949673042: 1 клиентов, средняя транзакция $1157.94, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_69
Предложить: групповые переводы, совместные цели накопления."
42949673041,1,deposit,42949673041.0,3250.0,"Сообщество #42949673041: 1 клиентов, средняя транзакция $3250.00, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_689
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673040,1,deposit,42949673040.0,3976.17,"Сообщество #42949673040: 1 клиентов, средняя транзакция $3976.17, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_686
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673039,1,deposit,42949673039.0,3950.85,"Сообщество #42949673039: 1 клиентов, средняя транзакция $3950.85, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_677
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673038,1,deposit,42949673038.0,2150.35,"Сообщество #42949673038: 1 клиентов, средняя транзакция $2150.35, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_669
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673037,1,deposit,42949673037.0,128595.59285714287,"Сообщество #42949673037: 1 клиентов, средняя транзакция $128595.59, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_663
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673036,1,deposit,42949673036.0,1024.865,"Сообщество #42949673036: 1 клиентов, средняя транзакция $1024.87, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_662
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673051,1,deposit,42949673051.0,2075.45,"Сообщество #42949673051: 1 клиентов, средняя транзакция $2075.45, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_817
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673052,1,p2p,42949673052.0,1161.56,"Сообщество #42949673052: 1 клиентов, средняя транзакция $1161.56, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_840
Предложить: групповые переводы, совместные цели накопления."
42949673053,1,deposit,42949673053.0,1135.245,"Сообщество #42949673053: 1 клиентов, средняя транзакция $1135.24, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_842
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673062,1,p2p,42949673062.0,1439.1516666666666,"Сообщество #42949673062: 1 клиентов, средняя транзакция $1439.15, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_92
Предложить: групповые переводы, совместные цели накопления."
42949673068,1,deposit,42949673068.0,2625.6499999999996,"Сообщество #42949673068: 1 клиентов, средняя транзакция $2625.65, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_985
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673067,1,withdrawal,42949673067.0,1047.4066666666665,"Сообщество #42949673067: 1 клиентов, средняя транзакция $1047.41, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_984
Предложить: кэшбэк в популярных магазинах (Aldi), программы лояльности."
42949673066,1,deposit,42949673066.0,1087.49,"Сообщество #42949673066: 1 клиентов, средняя транзакция $1087.49, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_979
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673065,1,p2p,42949673065.0,2456.0266666666666,"Сообщество #42949673065: 1 клиентов, средняя транзакция $2456.03, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_96
Предложить: групповые переводы, совместные цели накопления."
42949673064,1,deposit,42949673064.0,2975.7,"Сообщество #42949673064: 1 клиентов, средняя транзакция $2975.70, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_953
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673063,1,p2p,42949673063.0,1025.7150000000001,"Сообщество #42949673063: 1 клиентов, средняя транзакция $1025.72, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_93
Предложить: групповые переводы, совместные цели накопления."
42949673061,1,deposit,42949673061.0,1990.8533333333335,"Сообщество #42949673061: 1 клиентов, средняя транзакция $1990.85, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_915
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673054,1,deposit,42949673054.0,1285.1,"Сообщество #42949673054: 1 клиентов, средняя транзакция $1285.10, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_846
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673060,1,deposit,42949673060.0,991.5933333333332,"Сообщество #42949673060: 1 клиентов, средняя транзакция $991.59, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_90
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673059,1,deposit,42949673059.0,3771.081666666667,"Сообщество #42949673059: 1 клиентов, средняя транзакция $3771.08, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_892
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673058,1,deposit,42949673058.0,1425.0749999999998,"Сообщество #42949673058: 1 клиентов, средняя транзакция $1425.07, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_885
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673057,1,deposit,42949673057.0,1087.275,"Сообщество #42949673057: 1 клиентов, средняя транзакция $1087.28, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_882
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673056,1,deposit,42949673056.0,1086.1599999999999,"Сообщество #42949673056: 1 клиентов, средняя транзакция $1086.16, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_858
Предложить: накопительные счета, инвестиции с защитой капитала."
42949673055,1,deposit,42949673055.0,2213.1666666666665,"Сообщество #42949673055: 1 клиентов, средняя транзакция $2213.17, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_854
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542220,1,deposit,60129542220.0,2550.55,"Сообщество #60129542220: 1 клиентов, средняя транзакция $2550.55, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_621
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542221,1,p2p,60129542221.0,798.42,"Сообщество #60129542221: 1 клиентов, средняя транзакция $798.42, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_635
Предложить: групповые переводы, совместные цели накопления."
60129542222,1,,,,"Сообщество #60129542222: 1 клиентов, средняя транзакция $0.00, тип: unknown
Рекомендация: Провести дополнительный анализ. Лидер: client_639
Предложить: базовые программы лояльности."
77309411356,1,p2p,77309411356.0,6327.218701298701,"Сообщество #77309411356: 1 клиентов, средняя транзакция $6327.22, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_197
Предложить: групповые переводы, совместные цели накопления."
